full_text,username,huruf_kecil,cleaning,tokenizing,filtering,stemming
Jokowi maling APBN 497 T. Gibran Kaesang terlapor dugaan KKN dan TPPU. Bobby maling ekspor nikel ilegal 5 3 juta ton Kahiyang terlibat korupsi pengurusan IUP di Halmahera. Ingin mereka touchable? Lengserkan Jokowi secepatnya! #JokowiHarusDiadili #JokowiHarusDiadili https://t.co/HHL8bVSXGu,dancersejati07,jokowi maling apbn 497 t. gibran kaesang terlapor dugaan kkn dan tppu. bobby maling ekspor nikel ilegal 5 3 juta ton kahiyang terlibat korupsi pengurusan iup di halmahera. ingin mereka touchable? lengserkan jokowi secepatnya! #jokowiharusdiadili #jokowiharusdiadili https://t.co/hhl8bvsxgu,jokowi maling apbn  t gibran kaesang terlapor dugaan kkn dan tppu bobby maling ekspor nikel ilegal   juta ton kahiyang terlibat korupsi pengurusan iup di halmahera ingin mereka touchable lengserkan jokowi secepatnya,"['jokowi', 'maling', 'apbn', 't', 'gibran', 'kaesang', 'terlapor', 'dugaan', 'kkn', 'dan', 'tppu', 'bobby', 'maling', 'ekspor', 'nikel', 'ilegal', 'juta', 'ton', 'kahiyang', 'terlibat', 'korupsi', 'pengurusan', 'iup', 'di', 'halmahera', 'ingin', 'mereka', 'touchable', 'lengserkan', 'jokowi', 'secepatnya']","['jokowi', 'maling', 'apbn', 't', 'gibran', 'kaesang', 'terlapor', 'dugaan', 'kkn', 'tppu', 'bobby', 'maling', 'ekspor', 'nikel', 'ilegal', 'juta', 'ton', 'kahiyang', 'terlibat', 'korupsi', 'pengurusan', 'iup', 'halmahera', 'touchable', 'lengserkan', 'jokowi', 'secepatnya']","['jokowi', 'maling', 'apbn', 't', 'gibran', 'kaesang', 'lapor', 'duga', 'kkn', 'tppu', 'bobby', 'maling', 'ekspor', 'nikel', 'ilegal', 'juta', 'ton', 'kahiyang', 'libat', 'korupsi', 'urus', 'iup', 'halmahera', 'touchable', 'lengser', 'jokowi', 'cepat']"
Keluarga Dari JOKOWI Meminta GIBRAN Mundur. .? Gak SALAH Dengar Niih .. https://t.co/LqWBexpPED,SETYAKI22965702,keluarga dari jokowi meminta gibran mundur. .? gak salah dengar niih .. https://t.co/lqwbexpped,keluarga dari jokowi meminta gibran mundur  gak salah dengar niih,"['keluarga', 'dari', 'jokowi', 'meminta', 'gibran', 'mundur', 'gak', 'salah', 'dengar', 'niih']","['keluarga', 'jokowi', 'gibran', 'mundur', 'gak', 'salah', 'dengar', 'niih']","['keluarga', 'jokowi', 'gibran', 'mundur', 'gak', 'salah', 'dengar', 'niih']"
Pas duet Prabowo -Ganjar gagal krn ga ad yg mau ngalah jd cawapres. Jokowi masih dukung Ganjar dan hatinya masih di PDIP. Baru bener2 pisah pas Ganjar nolak pildun u20 kmrn asli menjauh Jokowi krn marah pildun u20 gagal gitu jg Gibran. https://t.co/iRQbVJFEqp,tekarok007,pas duet prabowo -ganjar gagal krn ga ad yg mau ngalah jd cawapres. jokowi masih dukung ganjar dan hatinya masih di pdip. baru bener2 pisah pas ganjar nolak pildun u20 kmrn asli menjauh jokowi krn marah pildun u20 gagal gitu jg gibran. https://t.co/irqbvjfeqp,pas duet prabowo ganjar gagal krn ga ad yg mau ngalah jd cawapres jokowi masih dukung ganjar dan hatinya masih di pdip baru bener pisah pas ganjar nolak pildun u kmrn asli menjauh jokowi krn marah pildun u gagal gitu jg gibran,"['pas', 'duet', 'prabowo', 'ganjar', 'gagal', 'krn', 'ga', 'ad', 'yg', 'mau', 'ngalah', 'jd', 'cawapres', 'jokowi', 'masih', 'dukung', 'ganjar', 'dan', 'hatinya', 'masih', 'di', 'pdip', 'baru', 'bener', 'pisah', 'pas', 'ganjar', 'nolak', 'pildun', 'u', 'kmrn', 'asli', 'menjauh', 'jokowi', 'krn', 'marah', 'pildun', 'u', 'gagal', 'gitu', 'jg', 'gibran']","['pas', 'duet', 'prabowo', 'ganjar', 'gagal', 'krn', 'ga', 'ad', 'yg', 'ngalah', 'jd', 'cawapres', 'jokowi', 'dukung', 'ganjar', 'hatinya', 'pdip', 'bener', 'pisah', 'pas', 'ganjar', 'nolak', 'pildun', 'u', 'kmrn', 'asli', 'menjauh', 'jokowi', 'krn', 'marah', 'pildun', 'u', 'gagal', 'gitu', 'jg', 'gibran']","['pas', 'duet', 'prabowo', 'ganjar', 'gagal', 'krn', 'ga', 'ad', 'yg', 'ngalah', 'jd', 'cawapres', 'jokowi', 'dukung', 'ganjar', 'hati', 'pdip', 'bener', 'pisah', 'pas', 'ganjar', 'nolak', 'pildun', 'u', 'kmrn', 'asli', 'jauh', 'jokowi', 'krn', 'marah', 'pildun', 'u', 'gagal', 'gitu', 'jg', 'gibran']"
Kalau benar Jokowi tidak akan hadir saat pelantikan Prabowo di Senayan kemungkinan karena 2 sebab: * Malu karena kasus fufufafa atau * Wapresnya bukan Gibran lagi. #Nalar #mulyono https://t.co/XGjORyDIIq,ZAEffendy,kalau benar jokowi tidak akan hadir saat pelantikan prabowo di senayan kemungkinan karena 2 sebab: * malu karena kasus fufufafa atau * wapresnya bukan gibran lagi. #nalar #mulyono https://t.co/xgjorydiiq,kalau benar jokowi tidak akan hadir saat pelantikan prabowo di senayan kemungkinan karena  sebab  malu karena kasus fufufafa atau  wapresnya bukan gibran lagi,"['kalau', 'benar', 'jokowi', 'tidak', 'akan', 'hadir', 'saat', 'pelantikan', 'prabowo', 'di', 'senayan', 'kemungkinan', 'karena', 'sebab', 'malu', 'karena', 'kasus', 'fufufafa', 'atau', 'wapresnya', 'bukan', 'gibran', 'lagi']","['jokowi', 'hadir', 'pelantikan', 'prabowo', 'senayan', 'malu', 'fufufafa', 'wapresnya', 'gibran']","['jokowi', 'hadir', 'lantik', 'prabowo', 'senayan', 'malu', 'fufufafa', 'wapresnya', 'gibran']"
Hari ini Gibran masih anak presiden Prabowo jelas memanjakan dia. Prabowo masih perlu nama Jokowi untuk mendulang suara. Jika Jokowi sudah lengser Gibran adalah sosok identik Jokowi paling awal yg akan dilempar asbak . Ada teman beropini: Jokowi pasti sudah punya komitmen https://t.co/9MUGPBCB8b,islah_bahrawi,hari ini gibran masih anak presiden prabowo jelas memanjakan dia. prabowo masih perlu nama jokowi untuk mendulang suara. jika jokowi sudah lengser gibran adalah sosok identik jokowi paling awal yg akan dilempar asbak . ada teman beropini: jokowi pasti sudah punya komitmen https://t.co/9mugpbcb8b,hari ini gibran masih anak presiden prabowo jelas memanjakan dia prabowo masih perlu nama jokowi untuk mendulang suara jika jokowi sudah lengser gibran adalah sosok identik jokowi paling awal yg akan dilempar asbak  ada teman beropini jokowi pasti sudah punya komitmen,"['hari', 'ini', 'gibran', 'masih', 'anak', 'presiden', 'prabowo', 'jelas', 'memanjakan', 'dia', 'prabowo', 'masih', 'perlu', 'nama', 'jokowi', 'untuk', 'mendulang', 'suara', 'jika', 'jokowi', 'sudah', 'lengser', 'gibran', 'adalah', 'sosok', 'identik', 'jokowi', 'paling', 'awal', 'yg', 'akan', 'dilempar', 'asbak', 'ada', 'teman', 'beropini', 'jokowi', 'pasti', 'sudah', 'punya', 'komitmen']","['gibran', 'anak', 'presiden', 'prabowo', 'memanjakan', 'prabowo', 'nama', 'jokowi', 'mendulang', 'suara', 'jokowi', 'lengser', 'gibran', 'sosok', 'identik', 'jokowi', 'yg', 'dilempar', 'asbak', 'teman', 'beropini', 'jokowi', 'komitmen']","['gibran', 'anak', 'presiden', 'prabowo', 'manja', 'prabowo', 'nama', 'jokowi', 'dulang', 'suara', 'jokowi', 'lengser', 'gibran', 'sosok', 'identik', 'jokowi', 'yg', 'lempar', 'asbak', 'teman', 'opini', 'jokowi', 'komitmen']"
 Menjelang senjakala kekuasaannya sukses cawe2 di pilpres 2024 untuk pemenangan Gibran anaknya Jokowi lanjut cawe2 pilkada. Dia ingin pilkada dimajukan ke September ketika dia masih berkuasa. #PenjaraMenantiJokowi #PenjaraMenantiJokowi https://t.co/OmyaOgBwk0,dancersejati07, menjelang senjakala kekuasaannya sukses cawe2 di pilpres 2024 untuk pemenangan gibran anaknya jokowi lanjut cawe2 pilkada. dia ingin pilkada dimajukan ke september ketika dia masih berkuasa. #penjaramenantijokowi #penjaramenantijokowi https://t.co/omyaogbwk0,menjelang senjakala kekuasaannya sukses cawe di pilpres  untuk pemenangan gibran anaknya jokowi lanjut cawe pilkada dia ingin pilkada dimajukan ke september ketika dia masih berkuasa,"['menjelang', 'senjakala', 'kekuasaannya', 'sukses', 'cawe', 'di', 'pilpres', 'untuk', 'pemenangan', 'gibran', 'anaknya', 'jokowi', 'lanjut', 'cawe', 'pilkada', 'dia', 'ingin', 'pilkada', 'dimajukan', 'ke', 'september', 'ketika', 'dia', 'masih', 'berkuasa']","['menjelang', 'senjakala', 'kekuasaannya', 'sukses', 'cawe', 'pilpres', 'pemenangan', 'gibran', 'anaknya', 'jokowi', 'cawe', 'pilkada', 'pilkada', 'dimajukan', 'september', 'berkuasa']","['jelang', 'senjakala', 'kuasa', 'sukses', 'cawe', 'pilpres', 'menang', 'gibran', 'anak', 'jokowi', 'cawe', 'pilkada', 'pilkada', 'maju', 'september', 'kuasa']"
kalau pak prabowo menyempatkan waktu menemui pak jokowi selama hampir satu setengah jam ditemani wapres terpilih gibran kira-kira mendiskusikan apa ya? selintas kepikir pak jokowi pamit tidak hadir di pelantikannya supaya mega bisa tenang hadiri pelantikan. hehehe ,blontankpoer,kalau pak prabowo menyempatkan waktu menemui pak jokowi selama hampir satu setengah jam ditemani wapres terpilih gibran kira-kira mendiskusikan apa ya? selintas kepikir pak jokowi pamit tidak hadir di pelantikannya supaya mega bisa tenang hadiri pelantikan. hehehe ,kalau pak prabowo menyempatkan waktu menemui pak jokowi selama hampir satu setengah jam ditemani wapres terpilih gibran kirakira mendiskusikan apa ya selintas kepikir pak jokowi pamit tidak hadir di pelantikannya supaya mega bisa tenang hadiri pelantikan hehehe,"['kalau', 'pak', 'prabowo', 'menyempatkan', 'waktu', 'menemui', 'pak', 'jokowi', 'selama', 'hampir', 'satu', 'setengah', 'jam', 'ditemani', 'wapres', 'terpilih', 'gibran', 'kirakira', 'mendiskusikan', 'apa', 'ya', 'selintas', 'kepikir', 'pak', 'jokowi', 'pamit', 'tidak', 'hadir', 'di', 'pelantikannya', 'supaya', 'mega', 'bisa', 'tenang', 'hadiri', 'pelantikan', 'hehehe']","['prabowo', 'menyempatkan', 'menemui', 'jokowi', 'jam', 'ditemani', 'wapres', 'terpilih', 'gibran', 'kirakira', 'mendiskusikan', 'ya', 'selintas', 'kepikir', 'jokowi', 'pamit', 'hadir', 'pelantikannya', 'mega', 'tenang', 'hadiri', 'pelantikan', 'hehehe']","['prabowo', 'sempat', 'temu', 'jokowi', 'jam', 'tani', 'wapres', 'pilih', 'gibran', 'kirakira', 'diskusi', 'ya', 'lintas', 'pikir', 'jokowi', 'pamit', 'hadir', 'lantik', 'mega', 'tenang', 'hadir', 'lantik', 'hehehe']"
Hanya pada masa Presiden Jokowi Widodo dan Menhan Prabowo Subianto Indonesia bisa nampak segarang ini di mata dunia. Semoga di masa Prabowo-Gibran Indonesia jd negara adidaya baru. Ada yg mau mbantah? https://t.co/fVbOHvFTdZ,mas_veel,hanya pada masa presiden jokowi widodo dan menhan prabowo subianto indonesia bisa nampak segarang ini di mata dunia. semoga di masa prabowo-gibran indonesia jd negara adidaya baru. ada yg mau mbantah? https://t.co/fvbohvftdz,hanya pada masa presiden jokowi widodo dan menhan prabowo subianto indonesia bisa nampak segarang ini di mata dunia semoga di masa prabowogibran indonesia jd negara adidaya baru ada yg mau mbantah,"['hanya', 'pada', 'masa', 'presiden', 'jokowi', 'widodo', 'dan', 'menhan', 'prabowo', 'subianto', 'indonesia', 'bisa', 'nampak', 'segarang', 'ini', 'di', 'mata', 'dunia', 'semoga', 'di', 'masa', 'prabowogibran', 'indonesia', 'jd', 'negara', 'adidaya', 'baru', 'ada', 'yg', 'mau', 'mbantah']","['presiden', 'jokowi', 'widodo', 'menhan', 'prabowo', 'subianto', 'indonesia', 'nampak', 'segarang', 'mata', 'dunia', 'semoga', 'prabowogibran', 'indonesia', 'jd', 'negara', 'adidaya', 'yg', 'mbantah']","['presiden', 'jokowi', 'widodo', 'menhan', 'prabowo', 'subianto', 'indonesia', 'nampak', 'garang', 'mata', 'dunia', 'moga', 'prabowogibran', 'indonesia', 'jd', 'negara', 'adidaya', 'yg', 'mbantah']"
Ya kalau yg dipilih Gibran mah kayaknya bukan soal berani ato tidak tapi jelas serakah hahahahha... melindungi kepentingan dirinya.. lha Gibran ngelola perusahaan saja hampir semua rugi kok! 4 Bisnis Gibran Ini Ternyata Sudah Gulung Tikar Berikut Daftarnya https://t.co/fgpXCFnoh9,BosPurwa,ya kalau yg dipilih gibran mah kayaknya bukan soal berani ato tidak tapi jelas serakah hahahahha... melindungi kepentingan dirinya.. lha gibran ngelola perusahaan saja hampir semua rugi kok! 4 bisnis gibran ini ternyata sudah gulung tikar berikut daftarnya https://t.co/fgpxcfnoh9,ya kalau yg dipilih gibran mah kayaknya bukan soal berani ato tidak tapi jelas serakah hahahahha melindungi kepentingan dirinya lha gibran ngelola perusahaan saja hampir semua rugi kok  bisnis gibran ini ternyata sudah gulung tikar berikut daftarnya,"['ya', 'kalau', 'yg', 'dipilih', 'gibran', 'mah', 'kayaknya', 'bukan', 'soal', 'berani', 'ato', 'tidak', 'tapi', 'jelas', 'serakah', 'hahahahha', 'melindungi', 'kepentingan', 'dirinya', 'lha', 'gibran', 'ngelola', 'perusahaan', 'saja', 'hampir', 'semua', 'rugi', 'kok', 'bisnis', 'gibran', 'ini', 'ternyata', 'sudah', 'gulung', 'tikar', 'berikut', 'daftarnya']","['ya', 'yg', 'dipilih', 'gibran', 'mah', 'kayaknya', 'berani', 'ato', 'serakah', 'hahahahha', 'melindungi', 'kepentingan', 'lha', 'gibran', 'ngelola', 'perusahaan', 'rugi', 'bisnis', 'gibran', 'gulung', 'tikar', 'daftarnya']","['ya', 'yg', 'pilih', 'gibran', 'mah', 'kayak', 'berani', 'ato', 'serakah', 'hahahahha', 'lindung', 'penting', 'lha', 'gibran', 'ngelola', 'usaha', 'rugi', 'bisnis', 'gibran', 'gulung', 'tikar', 'daftar']"
Wapres Terpilih Gibran Rakabuming akui ada peran Presiden Jokowi dalam penyusunan kabinet Prabowo Mukanya itu minimal cuci muka dulu lah kalau mau ketemu wartawan https://t.co/S4kdEMpUop,CakKhum,wapres terpilih gibran rakabuming akui ada peran presiden jokowi dalam penyusunan kabinet prabowo mukanya itu minimal cuci muka dulu lah kalau mau ketemu wartawan https://t.co/s4kdempuop,wapres terpilih gibran rakabuming akui ada peran presiden jokowi dalam penyusunan kabinet prabowo mukanya itu minimal cuci muka dulu lah kalau mau ketemu wartawan,"['wapres', 'terpilih', 'gibran', 'rakabuming', 'akui', 'ada', 'peran', 'presiden', 'jokowi', 'dalam', 'penyusunan', 'kabinet', 'prabowo', 'mukanya', 'itu', 'minimal', 'cuci', 'muka', 'dulu', 'lah', 'kalau', 'mau', 'ketemu', 'wartawan']","['wapres', 'terpilih', 'gibran', 'rakabuming', 'akui', 'peran', 'presiden', 'jokowi', 'penyusunan', 'kabinet', 'prabowo', 'mukanya', 'minimal', 'cuci', 'muka', 'ketemu', 'wartawan']","['wapres', 'pilih', 'gibran', 'rakabuming', 'aku', 'peran', 'presiden', 'jokowi', 'susun', 'kabinet', 'prabowo', 'muka', 'minimal', 'cuci', 'muka', 'ketemu', 'wartawan']"
UNDANGAN TERBUKA !! 14 OKTOBER KUMPUL DI BALAI SUDIRMAN &amp; DPR ! ADILI JOKOWI &amp; JANGAN LANTIK GIBRAN https://t.co/v1pf3rAWFF,herculep638,undangan terbuka !! 14 oktober kumpul di balai sudirman &amp; dpr ! adili jokowi &amp; jangan lantik gibran https://t.co/v1pf3rawff,undangan terbuka   oktober kumpul di balai sudirman amp dpr  adili jokowi amp jangan lantik gibran,"['undangan', 'terbuka', 'oktober', 'kumpul', 'di', 'balai', 'sudirman', 'amp', 'dpr', 'adili', 'jokowi', 'amp', 'jangan', 'lantik', 'gibran']","['undangan', 'terbuka', 'oktober', 'kumpul', 'balai', 'sudirman', 'amp', 'dpr', 'adili', 'jokowi', 'amp', 'lantik', 'gibran']","['undang', 'buka', 'oktober', 'kumpul', 'balai', 'sudirman', 'amp', 'dpr', 'adil', 'jokowi', 'amp', 'lantik', 'gibran']"
Tanda2 KERETAKAN antara Prabowo dan Jokowi itu memang tidak bisa dihindari Apalagi setelah BSSN dan Kaesang konfirmasi jika akun fufufafa adalah milik Gibran aura TEGANG tak bisa dihindari Ya semoga pelantikan Prabowo berjalan baik2 aja. Karena kita tdk tau apa rencana Jokowi https://t.co/fxH7IxZQOt,JhonSitorus_18,tanda2 keretakan antara prabowo dan jokowi itu memang tidak bisa dihindari apalagi setelah bssn dan kaesang konfirmasi jika akun fufufafa adalah milik gibran aura tegang tak bisa dihindari ya semoga pelantikan prabowo berjalan baik2 aja. karena kita tdk tau apa rencana jokowi https://t.co/fxh7ixzqot,tanda keretakan antara prabowo dan jokowi itu memang tidak bisa dihindari apalagi setelah bssn dan kaesang konfirmasi jika akun fufufafa adalah milik gibran aura tegang tak bisa dihindari ya semoga pelantikan prabowo berjalan baik aja karena kita tdk tau apa rencana jokowi,"['tanda', 'keretakan', 'antara', 'prabowo', 'dan', 'jokowi', 'itu', 'memang', 'tidak', 'bisa', 'dihindari', 'apalagi', 'setelah', 'bssn', 'dan', 'kaesang', 'konfirmasi', 'jika', 'akun', 'fufufafa', 'adalah', 'milik', 'gibran', 'aura', 'tegang', 'tak', 'bisa', 'dihindari', 'ya', 'semoga', 'pelantikan', 'prabowo', 'berjalan', 'baik', 'aja', 'karena', 'kita', 'tdk', 'tau', 'apa', 'rencana', 'jokowi']","['tanda', 'keretakan', 'prabowo', 'jokowi', 'dihindari', 'bssn', 'kaesang', 'konfirmasi', 'akun', 'fufufafa', 'milik', 'gibran', 'aura', 'tegang', 'dihindari', 'ya', 'semoga', 'pelantikan', 'prabowo', 'berjalan', 'aja', 'tdk', 'tau', 'rencana', 'jokowi']","['tanda', 'kereta', 'prabowo', 'jokowi', 'hindar', 'bssn', 'kaesang', 'konfirmasi', 'akun', 'fufufafa', 'milik', 'gibran', 'aura', 'tegang', 'hindar', 'ya', 'moga', 'lantik', 'prabowo', 'jalan', 'aja', 'tdk', 'tau', 'rencana', 'jokowi']"
Buat yang udah kangen berat &amp; nanyain terus Gibran Rakabuming kemana aja. Benci-benci asline rindu.. Satu frame sama Pak Prabowo Pak Jokowi Pak Ma'ruuf Amiin Ibu Negara Iriana Mayted dll Tinggal 15 hari lagi... kita punya Wapres RI dari Generasi Milleneals https://t.co/VZIoqnqdwq,NyaiiBubu,buat yang udah kangen berat &amp; nanyain terus gibran rakabuming kemana aja. benci-benci asline rindu.. satu frame sama pak prabowo pak jokowi pak ma'ruuf amiin ibu negara iriana mayted dll tinggal 15 hari lagi... kita punya wapres ri dari generasi milleneals https://t.co/vzioqnqdwq,buat yang udah kangen berat amp nanyain terus gibran rakabuming kemana aja bencibenci asline rindu satu frame sama pak prabowo pak jokowi pak maruuf amiin ibu negara iriana mayted dll tinggal  hari lagi kita punya wapres ri dari generasi milleneals,"['buat', 'yang', 'udah', 'kangen', 'berat', 'amp', 'nanyain', 'terus', 'gibran', 'rakabuming', 'kemana', 'aja', 'bencibenci', 'asline', 'rindu', 'satu', 'frame', 'sama', 'pak', 'prabowo', 'pak', 'jokowi', 'pak', 'maruuf', 'amiin', 'ibu', 'negara', 'iriana', 'mayted', 'dll', 'tinggal', 'hari', 'lagi', 'kita', 'punya', 'wapres', 'ri', 'dari', 'generasi', 'milleneals']","['udah', 'kangen', 'berat', 'amp', 'nanyain', 'gibran', 'rakabuming', 'kemana', 'aja', 'bencibenci', 'asline', 'rindu', 'frame', 'prabowo', 'jokowi', 'maruuf', 'amiin', 'negara', 'iriana', 'mayted', 'dll', 'tinggal', 'wapres', 'ri', 'generasi', 'milleneals']","['udah', 'kangen', 'berat', 'amp', 'nanyain', 'gibran', 'rakabuming', 'mana', 'aja', 'bencibenci', 'asline', 'rindu', 'frame', 'prabowo', 'jokowi', 'maruuf', 'amiin', 'negara', 'iriana', 'mayted', 'dll', 'tinggal', 'wapres', 'ri', 'generasi', 'milleneals']"
Di balik jempolnya waktu ditanya soal pencawapresan Gibran Ibu Negara Iriana Jokowi disebut sebagai sutradara yang mendorong Gibran untuk jadi 'Penerus Pak Jokowi'. (Jengggg) https://t.co/MWRfS7v24P,catchmeupco,di balik jempolnya waktu ditanya soal pencawapresan gibran ibu negara iriana jokowi disebut sebagai sutradara yang mendorong gibran untuk jadi 'penerus pak jokowi'. (jengggg) https://t.co/mwrfs7v24p,di balik jempolnya waktu ditanya soal pencawapresan gibran ibu negara iriana jokowi disebut sebagai sutradara yang mendorong gibran untuk jadi penerus pak jokowi jengggg,"['di', 'balik', 'jempolnya', 'waktu', 'ditanya', 'soal', 'pencawapresan', 'gibran', 'ibu', 'negara', 'iriana', 'jokowi', 'disebut', 'sebagai', 'sutradara', 'yang', 'mendorong', 'gibran', 'untuk', 'jadi', 'penerus', 'pak', 'jokowi', 'jengggg']","['jempolnya', 'pencawapresan', 'gibran', 'negara', 'iriana', 'jokowi', 'sutradara', 'mendorong', 'gibran', 'penerus', 'jokowi', 'jengggg']","['jempol', 'pencawapresan', 'gibran', 'negara', 'iriana', 'jokowi', 'sutradara', 'dorong', 'gibran', 'terus', 'jokowi', 'jengggg']"
Wakil Presiden (Wapres) terpilih Gibran Rakabuming Raka menyampaikan bahwa susunan kabinet pemerintahannya hampir rampung. Ia pun mengakui keterlibatan Presiden Joko Widodo atau Jokowi dalam penyusunan Kabinet Presiden RI terpilih Prabowo Subianto periode 2024-2029. Simak https://t.co/HDcWtHHTMa,tvOneNews,wakil presiden (wapres) terpilih gibran rakabuming raka menyampaikan bahwa susunan kabinet pemerintahannya hampir rampung. ia pun mengakui keterlibatan presiden joko widodo atau jokowi dalam penyusunan kabinet presiden ri terpilih prabowo subianto periode 2024-2029. simak https://t.co/hdcwthhtma,wakil presiden wapres terpilih gibran rakabuming raka menyampaikan bahwa susunan kabinet pemerintahannya hampir rampung ia pun mengakui keterlibatan presiden joko widodo atau jokowi dalam penyusunan kabinet presiden ri terpilih prabowo subianto periode  simak,"['wakil', 'presiden', 'wapres', 'terpilih', 'gibran', 'rakabuming', 'raka', 'menyampaikan', 'bahwa', 'susunan', 'kabinet', 'pemerintahannya', 'hampir', 'rampung', 'ia', 'pun', 'mengakui', 'keterlibatan', 'presiden', 'joko', 'widodo', 'atau', 'jokowi', 'dalam', 'penyusunan', 'kabinet', 'presiden', 'ri', 'terpilih', 'prabowo', 'subianto', 'periode', 'simak']","['wakil', 'presiden', 'wapres', 'terpilih', 'gibran', 'rakabuming', 'raka', 'susunan', 'kabinet', 'pemerintahannya', 'rampung', 'mengakui', 'keterlibatan', 'presiden', 'joko', 'widodo', 'jokowi', 'penyusunan', 'kabinet', 'presiden', 'ri', 'terpilih', 'prabowo', 'subianto', 'periode', 'simak']","['wakil', 'presiden', 'wapres', 'pilih', 'gibran', 'rakabuming', 'raka', 'susun', 'kabinet', 'perintah', 'rampung', 'aku', 'libat', 'presiden', 'joko', 'widodo', 'jokowi', 'susun', 'kabinet', 'presiden', 'ri', 'pilih', 'prabowo', 'subianto', 'periode', 'simak']"
Fufufafa akhirnya membuat internal Prabowo BERGEJOLAK. Mayoritas mereka MARAH kepada Gibran Apalagi setelah dikonfirmasi oleh Kaesang bahwa benar itu akun milik Gibran Rakabuming Raka Jokowi sampai KELABAKAN minta BSSN Kominfo dan Istana ngurusin masalah fufufafa yang https://t.co/r3KaZhMq3M,JhonSitorus_18,fufufafa akhirnya membuat internal prabowo bergejolak. mayoritas mereka marah kepada gibran apalagi setelah dikonfirmasi oleh kaesang bahwa benar itu akun milik gibran rakabuming raka jokowi sampai kelabakan minta bssn kominfo dan istana ngurusin masalah fufufafa yang https://t.co/r3kazhmq3m,fufufafa akhirnya membuat internal prabowo bergejolak mayoritas mereka marah kepada gibran apalagi setelah dikonfirmasi oleh kaesang bahwa benar itu akun milik gibran rakabuming raka jokowi sampai kelabakan minta bssn kominfo dan istana ngurusin masalah fufufafa yang,"['fufufafa', 'akhirnya', 'membuat', 'internal', 'prabowo', 'bergejolak', 'mayoritas', 'mereka', 'marah', 'kepada', 'gibran', 'apalagi', 'setelah', 'dikonfirmasi', 'oleh', 'kaesang', 'bahwa', 'benar', 'itu', 'akun', 'milik', 'gibran', 'rakabuming', 'raka', 'jokowi', 'sampai', 'kelabakan', 'minta', 'bssn', 'kominfo', 'dan', 'istana', 'ngurusin', 'masalah', 'fufufafa', 'yang']","['fufufafa', 'internal', 'prabowo', 'bergejolak', 'mayoritas', 'marah', 'gibran', 'dikonfirmasi', 'kaesang', 'akun', 'milik', 'gibran', 'rakabuming', 'raka', 'jokowi', 'kelabakan', 'bssn', 'kominfo', 'istana', 'ngurusin', 'fufufafa']","['fufufafa', 'internal', 'prabowo', 'gejolak', 'mayoritas', 'marah', 'gibran', 'konfirmasi', 'kaesang', 'akun', 'milik', 'gibran', 'rakabuming', 'raka', 'jokowi', 'laba', 'bssn', 'kominfo', 'istana', 'ngurusin', 'fufufafa']"
Presiden terpilih RI Pak @Prabowo makan malam dan diskusi bersama Presiden @Jokowi saling bertukar pikiran berkaitan dengan kepentingan negara bangsa dan rakyat Indonesia. https://t.co/YjzFSZmGaw,prabowogibran2,presiden terpilih ri pak @prabowo makan malam dan diskusi bersama presiden @jokowi saling bertukar pikiran berkaitan dengan kepentingan negara bangsa dan rakyat indonesia. https://t.co/yjzfszmgaw,presiden terpilih ri pak  makan malam dan diskusi bersama presiden  saling bertukar pikiran berkaitan dengan kepentingan negara bangsa dan rakyat indonesia,"['presiden', 'terpilih', 'ri', 'pak', 'makan', 'malam', 'dan', 'diskusi', 'bersama', 'presiden', 'saling', 'bertukar', 'pikiran', 'berkaitan', 'dengan', 'kepentingan', 'negara', 'bangsa', 'dan', 'rakyat', 'indonesia']","['presiden', 'terpilih', 'ri', 'makan', 'malam', 'diskusi', 'presiden', 'bertukar', 'pikiran', 'berkaitan', 'kepentingan', 'negara', 'bangsa', 'rakyat', 'indonesia']","['presiden', 'pilih', 'ri', 'makan', 'malam', 'diskusi', 'presiden', 'tukar', 'pikir', 'kait', 'penting', 'negara', 'bangsa', 'rakyat', 'indonesia']"
