full_text,username,huruf_kecil,cleaning,tokenizing,filtering,stemming
Relawan Jokowi Tantang Roy Suryo 'Buktikan' Akun Fufufafa Milik Gibran https://t.co/zCMPCofJ89,democrazymedia,relawan jokowi tantang roy suryo 'buktikan' akun fufufafa milik gibran https://t.co/zcmpcofj89,relawan jokowi tantang roy suryo buktikan akun fufufafa milik gibran,"['relawan', 'jokowi', 'tantang', 'roy', 'suryo', 'buktikan', 'akun', 'fufufafa', 'milik', 'gibran']","['relawan', 'jokowi', 'tantang', 'roy', 'suryo', 'buktikan', 'akun', 'fufufafa', 'milik', 'gibran']","['rawan', 'jokowi', 'tantang', 'roy', 'suryo', 'bukti', 'akun', 'fufufafa', 'milik', 'gibran']"
Presiden terpilih Prabowo Subianto bertemu dengan Presiden Jokowi di Solo. Prabowo dijemput Wapres terpilih Gibran Rakabuming untuk bertemu dengan Jokowi. https://t.co/yWxKd0dNBa,detikcom,presiden terpilih prabowo subianto bertemu dengan presiden jokowi di solo. prabowo dijemput wapres terpilih gibran rakabuming untuk bertemu dengan jokowi. https://t.co/ywxkd0dnba,presiden terpilih prabowo subianto bertemu dengan presiden jokowi di solo prabowo dijemput wapres terpilih gibran rakabuming untuk bertemu dengan jokowi,"['presiden', 'terpilih', 'prabowo', 'subianto', 'bertemu', 'dengan', 'presiden', 'jokowi', 'di', 'solo', 'prabowo', 'dijemput', 'wapres', 'terpilih', 'gibran', 'rakabuming', 'untuk', 'bertemu', 'dengan', 'jokowi']","['presiden', 'terpilih', 'prabowo', 'subianto', 'bertemu', 'presiden', 'jokowi', 'solo', 'prabowo', 'dijemput', 'wapres', 'terpilih', 'gibran', 'rakabuming', 'bertemu', 'jokowi']","['presiden', 'pilih', 'prabowo', 'subianto', 'temu', 'presiden', 'jokowi', 'solo', 'prabowo', 'jemput', 'wapres', 'pilih', 'gibran', 'rakabuming', 'temu', 'jokowi']"
Jokowi Pulang ke Solo Seusai Prabowo-Gibran Dilantik: Mau Tidur https://t.co/XHaNTMtvi6,tempodotco,jokowi pulang ke solo seusai prabowo-gibran dilantik: mau tidur https://t.co/xhantmtvi6,jokowi pulang ke solo seusai prabowogibran dilantik mau tidur,"['jokowi', 'pulang', 'ke', 'solo', 'seusai', 'prabowogibran', 'dilantik', 'mau', 'tidur']","['jokowi', 'pulang', 'solo', 'prabowogibran', 'dilantik', 'tidur']","['jokowi', 'pulang', 'solo', 'prabowogibran', 'lantik', 'tidur']"
Jokowi Ajak Jan Ethes Jalan Bareng Prabowo-Gibran Hadiri HUT ke-79 TNI https://t.co/h1ESeVDTBq,aewin86,jokowi ajak jan ethes jalan bareng prabowo-gibran hadiri hut ke-79 tni https://t.co/h1esevdtbq,jokowi ajak jan ethes jalan bareng prabowogibran hadiri hut ke tni,"['jokowi', 'ajak', 'jan', 'ethes', 'jalan', 'bareng', 'prabowogibran', 'hadiri', 'hut', 'ke', 'tni']","['jokowi', 'ajak', 'jan', 'ethes', 'jalan', 'bareng', 'prabowogibran', 'hadiri', 'hut', 'tni']","['jokowi', 'ajak', 'jan', 'ethes', 'jalan', 'bareng', 'prabowogibran', 'hadir', 'hut', 'tni']"
Jokowi memang bapaknya Gibran. Tapi Presiden adalah 'bapak' seluruh rakyat Indonesia. Jangan turunkan derajat Presiden hanya sekadar jadi bapaknya @gibran_tweet . Atau bapaknya Kaesang. Sebab Indonesia bukan hanya milik satu keluarga saja!,ekokuntadhi1,jokowi memang bapaknya gibran. tapi presiden adalah 'bapak' seluruh rakyat indonesia. jangan turunkan derajat presiden hanya sekadar jadi bapaknya @gibran_tweet . atau bapaknya kaesang. sebab indonesia bukan hanya milik satu keluarga saja!,jokowi memang bapaknya gibran tapi presiden adalah bapak seluruh rakyat indonesia jangan turunkan derajat presiden hanya sekadar jadi bapaknya tweet  atau bapaknya kaesang sebab indonesia bukan hanya milik satu keluarga saja,"['jokowi', 'memang', 'bapaknya', 'gibran', 'tapi', 'presiden', 'adalah', 'bapak', 'seluruh', 'rakyat', 'indonesia', 'jangan', 'turunkan', 'derajat', 'presiden', 'hanya', 'sekadar', 'jadi', 'bapaknya', 'tweet', 'atau', 'bapaknya', 'kaesang', 'sebab', 'indonesia', 'bukan', 'hanya', 'milik', 'satu', 'keluarga', 'saja']","['jokowi', 'bapaknya', 'gibran', 'presiden', 'rakyat', 'indonesia', 'turunkan', 'derajat', 'presiden', 'bapaknya', 'tweet', 'bapaknya', 'kaesang', 'indonesia', 'milik', 'keluarga']","['jokowi', 'bapak', 'gibran', 'presiden', 'rakyat', 'indonesia', 'turun', 'derajat', 'presiden', 'bapak', 'tweet', 'bapak', 'kaesang', 'indonesia', 'milik', 'keluarga']"
Di masa pemerintahan Jokowi berbagai kebijakan di ambil untuk mendorong pengembangan UMKM salah satunya adalah dengan memberikan kemudahan kredit dan perizinan #TerimakasihPakJokowi Gibran HOTS Rp 1 #NabilaTaqiyyah Bisseck https://t.co/17xCd5Lu70,m1zon3,di masa pemerintahan jokowi berbagai kebijakan di ambil untuk mendorong pengembangan umkm salah satunya adalah dengan memberikan kemudahan kredit dan perizinan #terimakasihpakjokowi gibran hots rp 1 #nabilataqiyyah bisseck https://t.co/17xcd5lu70,di masa pemerintahan jokowi berbagai kebijakan di ambil untuk mendorong pengembangan umkm salah satunya adalah dengan memberikan kemudahan kredit dan perizinan  gibran hots rp   bisseck,"['di', 'masa', 'pemerintahan', 'jokowi', 'berbagai', 'kebijakan', 'di', 'ambil', 'untuk', 'mendorong', 'pengembangan', 'umkm', 'salah', 'satunya', 'adalah', 'dengan', 'memberikan', 'kemudahan', 'kredit', 'dan', 'perizinan', 'gibran', 'hots', 'rp', 'bisseck']","['pemerintahan', 'jokowi', 'kebijakan', 'ambil', 'mendorong', 'pengembangan', 'umkm', 'salah', 'satunya', 'kemudahan', 'kredit', 'perizinan', 'gibran', 'hots', 'rp', 'bisseck']","['perintah', 'jokowi', 'bijak', 'ambil', 'dorong', 'kembang', 'umkm', 'salah', 'satu', 'mudah', 'kredit', 'izin', 'gibran', 'hots', 'rp', 'bisseck']"
Jokowi Bohongnya Lebih Keren dan Gibran Masih Pemula Dalam Berbohong https://t.co/hJSOviCcTw,alisyarief,jokowi bohongnya lebih keren dan gibran masih pemula dalam berbohong https://t.co/hjsovicctw,jokowi bohongnya lebih keren dan gibran masih pemula dalam berbohong,"['jokowi', 'bohongnya', 'lebih', 'keren', 'dan', 'gibran', 'masih', 'pemula', 'dalam', 'berbohong']","['jokowi', 'bohongnya', 'keren', 'gibran', 'pemula', 'berbohong']","['jokowi', 'bohong', 'keren', 'gibran', 'mula', 'bohong']"
Matahari pagi semoga rezeki kita bagai sungai Al Kautsar. https://t.co/isucoOiCWJ Panjang umur kebaikan emak &amp;Hilma yatimBerjualan. Reqal Alquran Sajadah Kiswah motif kain ka'bah gempa baim paula miftah vina diddy vadel Agus arhan jokowi fufufafa Marissa Haque gibran raffi https://t.co/g3LCMDssDF,NurilHiLma2022,matahari pagi semoga rezeki kita bagai sungai al kautsar. https://t.co/isucooicwj panjang umur kebaikan emak &amp;hilma yatimberjualan. reqal alquran sajadah kiswah motif kain ka'bah gempa baim paula miftah vina diddy vadel agus arhan jokowi fufufafa marissa haque gibran raffi https://t.co/g3lcmdssdf,matahari pagi semoga rezeki kita bagai sungai al kautsar  panjang umur kebaikan emak amphilma yatimberjualan reqal alquran sajadah kiswah motif kain kabah gempa baim paula miftah vina diddy vadel agus arhan jokowi fufufafa marissa haque gibran raffi,"['matahari', 'pagi', 'semoga', 'rezeki', 'kita', 'bagai', 'sungai', 'al', 'kautsar', 'panjang', 'umur', 'kebaikan', 'emak', 'amphilma', 'yatimberjualan', 'reqal', 'alquran', 'sajadah', 'kiswah', 'motif', 'kain', 'kabah', 'gempa', 'baim', 'paula', 'miftah', 'vina', 'diddy', 'vadel', 'agus', 'arhan', 'jokowi', 'fufufafa', 'marissa', 'haque', 'gibran', 'raffi']","['matahari', 'pagi', 'semoga', 'rezeki', 'sungai', 'al', 'kautsar', 'umur', 'kebaikan', 'emak', 'amphilma', 'yatimberjualan', 'reqal', 'alquran', 'sajadah', 'kiswah', 'motif', 'kain', 'kabah', 'gempa', 'baim', 'paula', 'miftah', 'vina', 'diddy', 'vadel', 'agus', 'arhan', 'jokowi', 'fufufafa', 'marissa', 'haque', 'gibran', 'raffi']","['matahari', 'pagi', 'moga', 'rezeki', 'sungai', 'al', 'tsar', 'umur', 'baik', 'emak', 'amphilma', 'yatimberjualan', 'reqal', 'alquran', 'sajadah', 'kiswah', 'motif', 'kain', 'kabah', 'gempa', 'baim', 'paula', 'miftah', 'vina', 'diddy', 'vadel', 'agus', 'arhan', 'jokowi', 'fufufafa', 'marissa', 'haque', 'gibran', 'raffi']"
Menteri Sekretaris Negara (Mensesneg) sekaligus Pelaksana tugas (Plt) Sekretaris Kabinet (Seskab) Pratikono disebut akan mengisi posisi Menko Bidang ... https://t.co/J37XvjAWC4,inilahdotcom,menteri sekretaris negara (mensesneg) sekaligus pelaksana tugas (plt) sekretaris kabinet (seskab) pratikono disebut akan mengisi posisi menko bidang ... https://t.co/j37xvjawc4,menteri sekretaris negara mensesneg sekaligus pelaksana tugas plt sekretaris kabinet seskab pratikono disebut akan mengisi posisi menko bidang,"['menteri', 'sekretaris', 'negara', 'mensesneg', 'sekaligus', 'pelaksana', 'tugas', 'plt', 'sekretaris', 'kabinet', 'seskab', 'pratikono', 'disebut', 'akan', 'mengisi', 'posisi', 'menko', 'bidang']","['menteri', 'sekretaris', 'negara', 'mensesneg', 'pelaksana', 'tugas', 'plt', 'sekretaris', 'kabinet', 'seskab', 'pratikono', 'mengisi', 'posisi', 'menko', 'bidang']","['menteri', 'sekretaris', 'negara', 'mensesneg', 'laksana', 'tugas', 'plt', 'sekretaris', 'kabinet', 'seskab', 'pratikono', 'isi', 'posisi', 'menko', 'bidang']"
Pak @cakimiNOW &amp; @mohmahfudmd hati2 pertanyaan Gibran nanti kemungkinan besar sifatnya menjebak dgn melempar pertanyaan diluar pemahaman kebanyakan thdp istilah yg msh non populer. Persis @jokowi saat bertanya 'TPID' di 2014 &amp; Unicorn di 2019. Tujuannya hanya mempermalukan.,hanumrais,pak @cakiminow &amp; @mohmahfudmd hati2 pertanyaan gibran nanti kemungkinan besar sifatnya menjebak dgn melempar pertanyaan diluar pemahaman kebanyakan thdp istilah yg msh non populer. persis @jokowi saat bertanya 'tpid' di 2014 &amp; unicorn di 2019. tujuannya hanya mempermalukan.,pak  amp  hati pertanyaan gibran nanti kemungkinan besar sifatnya menjebak dgn melempar pertanyaan diluar pemahaman kebanyakan thdp istilah yg msh non populer persis  saat bertanya tpid di  amp unicorn di  tujuannya hanya mempermalukan,"['pak', 'amp', 'hati', 'pertanyaan', 'gibran', 'nanti', 'kemungkinan', 'besar', 'sifatnya', 'menjebak', 'dgn', 'melempar', 'pertanyaan', 'diluar', 'pemahaman', 'kebanyakan', 'thdp', 'istilah', 'yg', 'msh', 'non', 'populer', 'persis', 'saat', 'bertanya', 'tpid', 'di', 'amp', 'unicorn', 'di', 'tujuannya', 'hanya', 'mempermalukan']","['amp', 'hati', 'gibran', 'sifatnya', 'menjebak', 'dgn', 'melempar', 'diluar', 'pemahaman', 'kebanyakan', 'thdp', 'istilah', 'yg', 'msh', 'non', 'populer', 'persis', 'tpid', 'amp', 'unicorn', 'tujuannya', 'mempermalukan']","['amp', 'hati', 'gibran', 'sifat', 'jebak', 'dgn', 'lempar', 'luar', 'paham', 'banyak', 'thdp', 'istilah', 'yg', 'msh', 'non', 'populer', 'persis', 'tpid', 'amp', 'unicorn', 'tuju', 'malu']"
